symbol,companyName,exchange,industry,website,description,CEO,securityName,issueType,sector,employees,address,address2,state,city,zip,country,phone
KNDI,"Kandi Technologies Group, Inc.",NASDAQ,Motor Vehicles,http://www.kandivehicle.com,"Kandi Technologies Group, Inc. engages in the development, manufacture, and trade of vehicles. Its products include electric cars, tricycles, and tractors. The company was founded on March 31, 2004 and is headquartered in Jinhua, China.",Xiao Ming Hu,"Kandi Technologies Group, Inc.",cs,Consumer Durables,705,Jinhua City Industrial Zone,,Zhejiang,Jinhua,321016,CN,86.579.8223.9856
KOOL,"Cesca Therapeutics, Inc.",NASDAQ,Medical Specialties,http://www.cescatherapeutics.com,"Cesca Therapeutics, Inc. engages in the research, development, commercialization and marketing of automated technologies for cell-based therapies for use in regenerative medicine. It operates through the following segments: Device and Clinical Development. The Device segment includes development and commercialization of automated systems that provide good manufacturing practice, clinical grade cell-banking, cell-processing and cell-based therapeutics. The Clinical Development segment develops autologous stem cell-based therapeutics that address significant unmet medical needs for the vascular, cardiology, and orthopedic markets. The company was founded by Philip H. Coelho in 1986 and is headquartered in Rancho Cordova, CA.",Xiao Chun Xu,Cesca Therapeutics Inc.,cs,Health Technology,53,2711 Citrus Road,,CA,Rancho Cordova,95742,US,1.916.858.5100
KOPN,Kopin Corp.,NASDAQ,Electronic Components,http://www.kopin.com,"Kopin Corp. engages in the development manufacture, and sale of wearable technologies which include components and systems. Its portfolio includes display, ASIC, ergonomics, optics, whisper voice interface, software, packaging, and OLED displays. The firm uses semiconductor material technology to design, manufacture and market its component products for use in military, enterprise and consumer electronic applications, training and simulation equipment and 3D metrology equipment. The company was founded by John C.C. Fan on April 23, 1984 and is headquartered in Westborough, MA.",John C. C. Fan,Kopin Corporation,cs,Electronic Technology,180,125 North Drive,,MA,Westborough,01581-3335,US,1.508.870.5959
KOSS,Koss Corp.,NASDAQ,Electronics/Appliances,http://www.koss.com,"Koss Corp. engages in the design, manufacture, and sale of stereo headphones and accessories. Its products include wireless, ear clip, over ear, and on ear earphones; Bluetooth speaker; and cushions, cases, cables, and apparel accessories. The company was founded by John C. Koss Sr. in 1971 and is headquartered in Milwaukee, WI.",Michael J. Koss,Koss Corporation,cs,Consumer Durables,37,4129 North Port Washington Avenue,,WI,Milwaukee,53212,US,1.414.964.5000
KPTI,"Karyopharm Therapeutics, Inc.",NASDAQ,Biotechnology,http://www.karyopharm.com,"Karyopharm Therapeutics, Inc. is an oncology-focused pharmaceutical company dedicated to the discovery, development, and commercialization of novel first-in-class drugs directed against nuclear export and related targets for the treatment of cancer and other major diseases. Its SINE compounds function by binding with and inhibiting the nuclear export protein XPO1 (or CRM1). Karyopharm's lead compound, XPOVIOTM (selinexor), received accelerated approval from the FDA in combination with dexamethasone as a treatment for patients with heavily pretreated multiple myeloma. A Marketing Authorization Application for selinexor is also currently under review by the European Medicines Agency (EMA). In addition to single-agent and combination activity against a variety of human cancers, SINE compounds have also shown biological activity in models of neurodegeneration, inflammation, autoimmune disease, certain viruses and wound-healing. Karyopharm has several investigational programs in clinical or preclinical development. The company was founded by Joseph Araujo, Ronald A. DePinho, Pamela A Silver, Giulio Draetta, Michael G. Kauffman and Sharon Shacham on December 22, 2008 and is headquartered in Newton, MA.",Michael G. Kauffman,"Karyopharm Therapeutics, Inc.",cs,Health Technology,332,85 Wells Avenue,,MA,Newton,02459,US,1.617.658.0600
KRNY,Kearny Financial Corp.,NASDAQ,Savings Banks,http://www.kearnybank.com/Corporate-Profile.aspx,"Kearny Financial Corp. operates as a holding company, which engages in the ownership and operation of the bank. Its services comprises of attracting deposits from the general public in New Jersey. It uses deposits, together with other funds, to originate or purchase loans for its portfolio and invest in securities. The firm offers both personal and business services. Kearny Financial was founded in 1884 and is headquartered in Fairfield, NJ.",Craig L. Montanaro,Kearny Financial Corp.,cs,Finance,565,120 Passaic Avenue,,NJ,Fairfield,07004-3510,US,1.973.244.4500
KTCC,Key Tronic Corp.,NASDAQ,Electronic Components,http://www.keytronic.com,"Key Tronic Corp. engages in the contract manufacturing for a wide range of products. It offers engineering services relating to product development, electro-mechanical, electrical, tool, plastics, metals, prototype, manufacturing process, quality, and product. The company was founded by Lewis G. Zirkle in 1969 and is headquartered in Spokane Valley, WA.",Craig D. Gates,Key Tronic Corporation,cs,Electronic Technology,-100000,North 4424 Sullivan Road,,WA,Spokane Valley,99216-1593,US,1.509.928.8000
KTOS,"Kratos Defense & Security Solutions, Inc.",NASDAQ,Aerospace & Defense,http://www.kratosdefense.com,"Kratos Defense & Security Solutions, Inc. engages in the provision of technology systems to the U.S. Department of Defense. It operates through the following segments: Kratos Government Solutions, Unmanned Systems and Public Safety & Security. The Kratos Government Solutions segment includes microwave electronic products, satellite communications, modular systems, and rocket support operating. The Unmanned Systems segment consists of unmanned aerial system and unmanned ground & seaborne system businesses. The Public Safety & Security segment provides independent integrated solutions for advanced homeland security, public safety, critical infrastructure and security & surveillance systems for government and commercial applications. The company was founded on December 19, 1994 and is headquartered in San Diego, CA.",Eric M. DeMarco,"Kratos Defense & Security Solutions, Inc.",cs,Electronic Technology,2600,10680 Treena Street,6th Floor Suite 600,CA,San Diego,92131,US,1.858.812.7300
KVHI,"KVH Industries, Inc. (Delaware)",NASDAQ,Aerospace & Defense,http://www.kvh.com,"KVH Industries, Inc. engages in the provision of internet, television, and voice services via satellite to mobile users at sea and on land. It operates through the following segments: Mobile Connectivity and Inertial Navigation. The Mobile Connectivity segment comprises of satellite television and internet solutions and media and content delivery solutions. The Inertial Navigation segment includes digital compass and fiber optic gyro-based navigation and guidance systems. The company was founded by Robert W.B. Kits van Heyningen, Martin A. Kits van Heyningen and Arent H. Kits van Heyningen in 1982 and is headquartered in Middletown, RI.",Martin A. Kits van Heyningen,"KVH Industries, Inc.",cs,Electronic Technology,715,50 Enterprise Center,,RI,Middletown,02842,US,1.401.847.3327
KWEB,KraneShares CSI China Internet ETF,NYSE Arca,Investment Trusts/Mutual Funds,http://kraneshares.com/kweb/,,,KraneShares CSI China Internet ETF,et,Miscellaneous,-100000,,,,,,,
LAKE,"Lakeland Industries, Inc.",NASDAQ,Industrial Specialties,http://www.lakeland.com,"Lakeland Industries, Inc. engages in the manufacture and sale of safety garments and accessories for the industrial and public protective clothing market. Its products include disposable protective clothing, chemical protective clothing, woven protective clothing, fire protective gear, heat protective clothing, reflective protective clothing, hand and arm protection, arc or fire retardant rated rainwear, and fire retardant protective clothing. The company was founded in April 1982 and is headquartered in New York, NY.",Christopher J. Ryan,"Lakeland Industries, Inc.",cs,Process Industries,1632,3555 Veterans Memorial Highway,Suite C Ronkonkoma,NY,New York,11779-9010,US,1.631.981.9700
LAMR,Lamar Advertising Co.,NASDAQ,Real Estate Investment Trusts,http://www.lamar.com,"Lamar Advertising Co. engages in advertising services. The firm rent advertising space on billboards, buses, shelters, benches, logo plates, and in airport terminals. The company was founded in 1902 and is headquartered in Baton Rouge, LA.",Sean Eugene Reilly,Lamar Advertising Company Class A,cs,Finance,3600,5321 Corporate Boulevard,,LA,Baton Rouge,70808,US,1.225.926.1000
