"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","exDividendDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield"
"873","UZB",0.021952,27.39,22.2,2260842540,NA,25.82,26.43,NA,14897.2,11921.43,NA,"United States Cellular Corp.",0,0.053274,0.053274,-0.024115,0.021952,0.090795,0.007731,0.006952,-0.027602,-0.018079,-0.016226,NA,NA,NA,0.0866988391118221,NA,NA,NA
"874","UZC",0.006897,27.06,22.5,2279054160,NA,25.95,26.61,NA,16088.1,16815.37,NA,"United States Cellular Corp.",0,0.048917,0.048917,-0.030752,0.006897,0.095,0.018605,0.006897,-0.023048,-0.014623,-0.013143,NA,NA,NA,0.0681540747785462,NA,NA,NA
"875","X",-0.549673,30.91,10.16,2236733300,29000,17.18,13.04,168957540.449,11254682,12224120.5,5.7107,"United States Steel Corp.",170743000,0.654726,-0.341647,-0.219981,-0.549673,-0.292274,-0.33805,-0.061605,0.161348,-0.012811,0.071137,"2019-10-29","2019-08-13",2.29,1.67709737878292,0.2,NA,0.0152671755725191
"876","UTX",0.002178,144.4,100.48,119134597140,240000,126.66,130.84,861060272.474,2600593.3,2722271.07,6.1935,"United Technologies Corp.",862919000,3.762228,0.199213,0.157912,0.002178,0.274792,0.087943,0.111326,0.104038,0.055424,0.029453,"2019-10-22","2019-08-15",22.29,1.06082310993985,2.905,NA,0.0210415761263219
"877","UNH",-0.114678,287.94,208.07,221387758410,3e+05,248.46,244.47,941333432.662,4030688.3,3663642.87,13.5667,"UnitedHealth Group, Inc.",947681000,9.539001,2.086895,0.378698,-0.114678,-0.040577,-0.083882,-0.05025,-0.049168,-0.065747,0.012702,"2019-10-17","2019-09-13",17.22,0.855556907006483,3.78,NA,0.0161808141774753
"878","UTL",0.151607,62.01,46.21,903317340,520,55.46,59.45,14570819.051,73618.6,58094.63,2.9782,"UNITIL Corp.",14921000,1.2856,0.702622,0.188931,0.151607,0.250568,0.106562,0.029592,0.015091,0.025928,0.015431,"2019-10-24","2019-08-14",20.33,0.278100691231943,1.47,NA,0.0242814667988107
"879","UNVR",-0.183231,31.23,16.33,3810563400,8500,21.08,20.44,156162958.056,2023569.7,1937110.33,0.0268,"Univar Solutions, Inc.",168609000,-0.137795,-0.137795,-0.301658,-0.183231,0.269663,-0.017818,0.074144,0.192612,0.081857,0.076703,"2019-11-05",NA,843.28,1.35413100644971,NA,NA,NA
"880","UVV",-0.137995,76.98,49.07,1385141370,28000,56.99,55.87,24325224.969,134052.3,147929.53,3.6983,"Universal Corp.",24971000,0.436986,-0.014377,-0.256044,-0.137995,0.012226,-0.077038,-0.055187,0.056169,-0.057594,0.036629,NA,"2019-10-04",15,0.425301823168753,3.01,"2019-10-04",0.0542635658914729
"881","UHT",0.304139,100.15,58.7,1343783760,NA,79.77,93.08,12714095.587,56415.3,66257.47,1.2573,"Universal Health Realty Income Trust",13757000,2.205167,0.952326,0.222786,0.304139,0.609491,0.337899,0.10874,0.013804,0.063242,0.012438,NA,"2019-09-13",77.69,0.850489904578236,2.7,NA,0.0276412776412776
"882","UHS",0.210188,157.79,112.79,13496462466,78700,131.93,143.11,77997829.152,780486.5,627598.83,8.7983,"Universal Health Services, Inc.",81232000,5.205882,0.509702,0.026129,0.210188,0.298706,0.122792,0.23578,0.035087,0.041448,0.020064,"2019-10-21","2019-08-30",17.34,0.769154505929863,0.4,NA,0.00262260687123
"883","UVE",-0.363757,50.5,23.57,983466400,734,31.93,26.85,31162972.4,299225.6,310415.07,3.1287,"Universal Insurance Holdings, Inc.",34160000,1494,1.008059,0.200803,-0.363757,-0.231242,-0.10451,0.009113,0.034867,0.086825,0.040101,"2019-10-29","2019-07-02",9.2,0.658734490330686,0.64,NA,0.0222299409517193
"884","UTI",0.948718,5.81,1.86,135654680,1800,3.64,4.28,20967649.207,58678.4,96252.6,-1.1696,"Universal Technical Institute, Inc.",25499000,-0.870968,-0.712838,-0.083558,0.948718,0.403694,0.631902,0.597598,0.248826,0.33,-0.041441,"2019-11-25","2016-03-17",-4.55,0.0678165520596027,NA,NA,NA
"885","UNM",-0.182816,40.76,24.71,6210944870,9600,32.99,29.45,207797519.155,2821279.8,2327899.3,2.49,"Unum Group",208631000,2.838574,0.089233,-0.216852,-0.182816,-0.009318,-0.190373,-0.081173,0.115399,0.002695,0.075894,"2019-10-21","2019-07-26",11.96,1.2388325063782,1.04,NA,0.0349344978165939
"886","UNMA",0.059457,27.47,21.58,5539153050,NA,25.64,26.94,NA,26407.7,23026.1,NA,"Unum Group",0,0.027137,0.027137,0.027137,0.059119,0.125477,0.040361,0.021547,-0.024614,-0.016667,-0.018484,NA,NA,NA,0.0396513967312376,NA,NA,NA
"887","UE",-0.108764,22.44,15.96,2402820930,116,18.34,17.4,116686097.777,1066339.1,962628.3,0.71,"Urban Edge Properties",121171000,-0.177679,-0.177679,-0.270206,-0.108764,0.195298,0.068427,0.115298,0.155594,0.187425,0.016402,"2019-10-30","2019-09-12",27.93,0.657876804428756,0.88,NA,0.0443772062531518
"888","UBA",0.149119,24.48,18.5,961302600,53,21.18,21.45,29313589.8,100981.7,89658.43,0.6278,"Urstadt Biddle Properties, Inc.",29892000,0.859592,0.105289,0.185841,0.149119,0.280255,0.179462,0.115118,0.16129,0.122383,0.061153,"2019-12-13","2019-10-03",38.42,0.598644749491711,1.095,"2019-10-03",0.0453980099502488
"889","UBP",0.066667,18.74,14.75,733332000,53,16.82,16.9,2185085.16,4005.1,2864.43,0.6125,"Urstadt Biddle Properties, Inc.",9963000,0.455357,0.007303,0.085351,0.066667,0.200261,0.100478,0.069767,0.11337,0.111782,0.017699,"2019-12-13","2019-10-03",30.04,0.334417890353871,1.095,"2019-10-03",0.0595108695652174
"890","USFD",0.331335,43.1,27.51,9246824490,25000,35.6,38.01,218251358.484,2500347.5,2063759.3,1.8479,"US Foods Holding Corp.",219171000,0.476917,0.476917,0.282328,0.331335,0.330915,0.218308,0.152417,0.076825,0.216551,0.035846,"2019-11-05",NA,22.83,0.502892716026711,NA,NA,NA
"891","USAC",0.007229,19,12.08,1722126560,864,16.14,16.88,47166688.8,234965.6,230848.57,-0.2343,"USA Compression Partners LP",96600000,-0.053977,-0.388542,-0.022314,0.007229,0.266667,0.045,-0.012404,0.05489,-0.002387,0.041096,"2019-11-05","2019-07-26",-71.36,0.622663865833208,2.1,NA,0.125598086124402
"892","USNA",-0.42138,127.55,58.3,1596272040,1911,88.09,66.27,12359312.1,158946.5,185924.1,4.5816,"USANA Health Sciences, Inc.",22257000,15.800776,1.494602,0.367798,-0.42138,-0.384642,-0.214544,-0.007748,0.063937,0.049305,0.00406,"2019-10-28",NA,15.65,0.602899275598519,NA,NA,NA
"893","USDP",0.011282,11.95,9.15,261326571,NA,10.93,11.01,13123158.312,66735.2,56455.03,0.3584,"USD Partners LP",24411000,-0.320625,-0.320625,-0.177139,0.011282,-0.062738,-0.107692,-0.081937,-0.077643,-0.123556,0.011282,"2019-11-06","2019-08-05",27.51,0.315991497410685,1.435,NA,0.14553752535497
"894","BIF",0.003578,11.36,9.45,1188433620,NA,10.81,10.96,60305485.824,140829.7,146245.9,0.5425,"Boulder Growth & Income Fund, Inc.",105921000,1.618083,0.353527,0.179325,0.003578,0.079885,0.027473,0.023723,0.048598,0.02,0.018149,NA,NA,20.68,0.755391962791425,0.408,NA,0.0363636363636364
"895","VFC",-0.009325,96.2,67.17,35955383100,75000,84.56,84.83,396942253.123,1796716.8,1623415.57,2.8998,"VF Corp.",398177000,9.089761,0.539951,0.707787,-0.009325,0.265592,0.049268,0.035788,0.14623,0.090843,0.007475,"2019-10-21","2019-09-09",31.14,1.11557868479664,1.99,NA,0.0220376522702104
"896","EGY",-0.167421,2.88,1.22,108929840,108,1.88,1.71,55574287.539,227922.1,242335.47,1.5676,"VAALCO Energy, Inc.",59201000,0.833333,-0.750567,1.315789,-0.167421,0.157233,-0.245902,0.251701,0.171975,0.051429,-0.016043,NA,NA,1.17,1.62745156861047,NA,NA,NA
"897","MTN",-0.177183,294.7,179.6,9601935580,33800,222.08,236.94,39753787.902,238519.3,202038.4,7.6426,"Vail Resorts, Inc.",40202000,19.09894,2.38874,0.141939,-0.177183,0.124411,0.100646,0.007434,0.009481,-0.014096,0.022419,"2019-09-26","2019-06-25",31.21,1.04267361110296,6.17,NA,0.0258689363129429
"898","VAL",-0.777037,38.04,3.58,1256487200,4400,12.73,6.22,195253361.952,6288375.9,7357123.43,-2.8614,"Valaris Plc",197872000,NA,NA,NA,-0.777037,-0.574397,-0.645647,-0.081042,0.480186,0.26494,-0.012442,"2019-10-30","2017-05-30",-2.22,1.98406116251439,NA,NA,NA
"899","VALE",-0.090569,16.13,10.2,NA,NA,12.74,12.16,5128288424,21220012.6,20449554.93,0.6755,"Vale SA",NA,4.43167,-0.076015,0.539975,-0.090569,-0.097996,-0.08509,-0.055944,0.116728,-0.010586,0.046512,"2019-10-31","2018-08-03",17.99,1.22221572877042,NA,NA,NA
"900","VLO",-0.259224,120.72,68.81,35443888590,10261,81.08,80.13,413000245.845,3317487.7,3266561.83,6.08,"Valero Energy Corp.",414403000,7.251194,0.49412,0.306761,-0.259224,0.131948,-0.014063,0.11179,0.094854,0.042159,0.077475,"2019-10-24","2019-08-05",14.07,1.22853250758911,3.4,NA,0.0397521337542383
"901","VHI",-0.264026,4.51,1.63,756494050,2195,2.47,2.1,22664629.585,119356.5,114566.27,0.5566,"Valhi, Inc.",339235000,-0.349011,-0.68,-0.298246,-0.264026,0.066986,-0.051064,0.00905,0.225275,0.093137,0.061905,"2019-11-08","2019-08-30",4.01,1.33985425208699,0.08,NA,0.0358744394618834
"902","VMI",0.044501,145.74,103.01,3122680245,10328,127.31,133.44,21130475.2368,121089.3,118202.57,4.576,"Valmont Industries, Inc.",21632700,5.081019,-0.121992,-0.139535,0.044501,0.30598,0.060306,0.207142,0.097218,0.087137,0.027622,"2019-10-23","2019-09-26",31.55,1.15564674630318,1.5,"2019-09-26",0.0103914097679252
"903","VVV",0.039234,23.16,16.9,4187227500,6700,19.79,21.42,187447025.88,1265470.9,1274745.93,1.196,"Valvoline, Inc.",188190000,-0.220779,-0.220779,-0.225473,0.039234,0.135784,0.199461,0.160063,0.006787,0.024401,0.004968,"2019-11-05","2019-08-29",18.6,0.725471651702654,0.3925,NA,0.0176404494382022
"904","VAPO",-0.43375,24.63,8.29,186672240,278,17.54,15.12,11491984.02,253096.2,266194.2,-3.4605,"Vapotherm, Inc.",20604000,0.109375,0.109375,0.109375,-0.43375,-0.509209,-0.544495,-0.566092,-0.351467,-0.37732,-0.046316,"2019-11-27",NA,-2.62,-0.206140731077856,NA,NA,NA
"905","VAR",0.066697,142.5,101.42,10689650790,7174,127.19,118.05,90826244.742,862804.8,796125.43,3.7057,"Varian Medical Systems, Inc.",91061000,4.140561,0.711814,0.439142,0.066697,0.041892,-0.1341,-0.107232,0.077467,0.009286,0.070881,"2019-10-23",NA,31.68,0.92812777684655,NA,NA,NA
"906","VGR",-0.070451,14.94,8.62,1912833270,1555,10.67,11.23,107856771.852,1416081.1,1579385.53,0.5613,"Vector Group Ltd.",140753000,0.930471,-0.413664,-0.491355,-0.070451,0.378296,0.229864,0.38391,0.160547,0.236579,0.061719,"2019-10-28","2019-09-16",24.21,0.68603917891858,1.58095,"2019-09-16",0.116331861662987
"907","VEC",0.259237,46.51,19.61,482331520,6700,32.91,41.19,11229568.35,81939.7,80668.03,3.0689,"Vectrus, Inc.",11506000,0.926648,0.926648,0.59309,0.259237,0.900272,0.553744,0.116378,0.002631,0.073496,0.00842,"2019-11-05",NA,13.66,1.00957696568485,NA,NA,NA
"908","VEDL",-0.351767,13.41,7.04,NA,NA,9.73,8.47,929024927.2,528309.1,622236.6,1.052,"Vedanta Ltd.",NA,3.144345,-0.186027,-0.304817,-0.351767,-0.245081,-0.162698,-0.112513,0.052369,0.035583,0.062972,"2019-10-30",NA,8.02,0.884866974402483,NA,NA,NA
"909","VEEV",0.338247,176.9,79.26,20698341926,2553,133.71,162.25,130646481.17,1891316,1524511.3,1.9691,"Veeva Systems, Inc.",131555000,2.846609,6.998881,1.587618,0.338247,0.598126,0.141854,-0.160038,-0.127978,-0.141208,-0.032455,"2019-11-25",NA,71.01,1.68550968046975,NA,NA,NA
"910","VNTR",-0.706981,10.44,1.85,317545820,4300,4.7,3.14,54129201.466,423773.1,675204.97,-3.9408,"Venator Materials Plc",106559000,-0.712833,-0.712833,-0.712833,-0.706981,-0.318078,-0.461121,-0.394309,0.284483,-0.029316,0.103704,"2019-10-25",NA,-0.76,1.68214810544637,NA,NA,NA
"911","VTR",0.198698,75.4,51.8,26073498300,500,64.99,70.72,371223574.41,2108039.5,1870516.3,1.3954,"Ventas, Inc.",372585000,4.266553,-0.086034,-0.023453,0.198698,0.229445,0.137701,0.020117,-0.043989,0.016708,-0.053429,"2019-10-25","2019-06-28",50.15,0.251908744520235,3.1675,NA,0.0452629322663618
"912","VNE",-0.664243,57.93,13.46,2006277980,8600,22.65,16.29,111010223.562,866029.7,639069.6,-5.0427,"Veoneer, Inc.",111398000,-0.46619,-0.46619,-0.46619,-0.664243,-0.258848,-0.244547,0.044664,0.154487,0.007834,0.086904,"2019-10-25",NA,-3.57,1.47703518588639,NA,NA,NA
"913","VER",0.25887,9.94,6.88,9325037880,180,8.51,9.38,970981736.58,13091720.8,10883986.87,0.2444,"VEREIT, Inc.",973386000,-0.345098,-0.354215,0.094364,0.25887,0.360795,0.172583,-0.008282,-0.004158,0.043573,-0.007254,"2019-11-07","2019-09-27",39.2,0.50551739300998,0.55,"2019-09-27",0.0574112734864301
"914","VRTV",-0.593875,48.35,13.66,309603000,8700,24.23,17,12682887.7,150883.6,122721.83,-1.7023,"Veritiv Corp.",16100000,-0.286076,-0.286076,-0.323741,-0.593875,-0.240521,-0.303261,0.024507,0.146007,0.176147,0.112204,"2019-11-07",NA,-11.3,1.54130837380224,NA,NA,NA
"915","VZ",0.096161,61.58,52.28,247994560000,144500,57.11,57.02,4135028040,10712274.4,11876478.73,3.8292,"Verizon Communications, Inc.",4.136e+09,0.578641,0.18316,0.220459,0.096161,0.070332,0.032547,0.04043,0.058429,0.078611,0.022162,"2019-10-17","2019-10-09",15.66,0.287855532438586,2.41,"2019-10-09",0.0401934623082055
"916","VET",-0.47736,33.92,13.62,2511161070,698,22.01,17.15,149090651.022,1237439.3,912378.9,1.7325,"Vermilion Energy, Inc.",153213000,-0.310959,-0.637538,-0.328547,-0.47736,-0.247475,-0.356245,-0.198141,0.091939,-0.024985,0.041296,"2019-11-18","2019-08-29",9.46,0.936681566220932,2.08515588926734,NA,0.127221225702705
"917","VRS",-0.593575,34.6,9.61,401032920,4400,19.82,13.7,34134929.904,341248.6,399891.13,2.7866,"Verso Corp.",34453000,0.934167,0.934167,3.07193,-0.593575,-0.493693,-0.433852,-0.350809,0.036509,-0.192228,0.116012,"2019-11-07",NA,4.18,1.35361127134122,NA,NA,NA
"918","VSM",0.450375,52.58,25.02,5700563730,2300,45.56,51.92,108504117,651427.9,834023.27,0.723,"Versum Materials, Inc.",109269000,1.085337,1.085337,0.706557,0.450375,0.855263,0.042358,0.014586,0.005202,0.005009,0.000384,"2019-11-06","2019-08-12",72.16,0.935400701312947,0.3,NA,0.00575043128234618
"919","VCIF",-0.128163,10.73,7.29,NA,NA,11.28,10.19,NA,56646.3,57218.63,NA,"Vertical Capital Income Fund",0,NA,NA,NA,-0.128163,-0.120988,-0.134522,0.422104,0.055336,0.00565,0.013283,NA,NA,NA,0.0268018418504404,NA,NA,NA
"920","VVI",0.080976,72.27,46.17,1350341760,5196,59.39,67.37,19878907.536,84018.7,91622.8,1.5,"Viad Corp.",20312000,-0.270349,1.722343,0.44752,0.080976,0.335744,0.231795,0.005749,0.012026,-0.027217,0.027829,"2019-10-21","2019-09-12",44.32,0.855385367333853,0.4,NA,0.00601684717208183
"921","VICI",0.011152,23.27,17.64,10031490560,140,21.55,21.59,456506120.434,2858303.9,3194058.07,1.4613,"VICI Properties, Inc.",461006000,0.226415,0.226415,0.226415,0.011152,0.177489,0.013035,-0.045614,0.049686,0.024965,-0.008656,"2019-10-31","2019-09-26",14.89,0.479035024450127,1.15,"2019-09-26",0.0528492647058823
"922","VNCE",-0.082852,16.53,8.63,166576200,599,12.71,12.75,2677362.465,50468.4,28258.3,0.1248,"Vince Holding Corp.",11665000,-0.951047,-0.946348,2.330959,-0.082852,0.398629,0.081818,0.071268,0.25815,0.106977,0.137849,"2019-12-09",NA,114.42,0.869409803927201,NA,NA,NA
"923","VIPS",0.616027,9.73,4.3,NA,57638,7.42,7.88,584067995.84616,6473488.3,8649707.8,0.5738,"Vipshop Holdings Ltd.",NA,15.127273,-0.35678,-0.350659,0.616027,0.776147,0.250646,0.229987,0.223767,0.344444,0.081564,"2019-11-11",NA,16.87,1.81744189203988,NA,NA,NA
"924","ZTR",-0.019005,11.9,8.29,NA,NA,10.67,11.13,NA,67458.5,81474.4,NA,"Virtus Global Dividend & Income Fund, Inc.",0,-0.501542,-0.208721,-0.105816,-0.018389,0.197219,0.01657,-0.040955,0.031065,-0.02632,-0.015717,NA,NA,NA,0.499975652674767,NA,NA,NA
"925","VGI",-0.029839,13.25,10.32,NA,NA,12.28,12.76,NA,43677.6,47085.9,NA,"Virtus Global Multi-Sector Income Fund",0,-0.362681,-0.274074,-0.239857,-0.029839,0.117181,0.032573,0.01278,0.022581,-0.031322,-0.00627,NA,NA,NA,0.418087250703043,NA,NA,NA
"926","ZF",0.034091,11.23,8.11,NA,NA,9.96,10.81,NA,83863.8,89452.4,NA,"Virtus Total Return Fund, Inc.",0,-0.490226,-0.339333,-0.155877,0.034091,0.240909,0.090909,0.05,0.022472,0.051011,-0.00365,NA,NA,NA,0.466863178027746,NA,NA,NA
"927","V",0.212683,187.05,121.6,308166160377,17000,158.41,178.98,1725755940.09,7276413.6,7107067.57,5.2123,"Visa, Inc.",1726970000,46.277495,2.110302,0.765448,0.212683,0.333659,0.143973,0.045471,-0.005386,-0.000845,-0.023575,"2019-10-31","2019-08-15",34.01,1.21557579050254,0.96,NA,0.00541546793027585
"928","VSH",-0.139336,22.94,14.36,2623128627,24100,18.14,16.2,131164014.792,862252.7,991873.83,2.0789,"Vishay Intertechnology, Inc.",132348000,0.882296,0.342817,0.155224,-0.139336,0.024831,-0.09336,0.186153,0.167095,0.093317,0.05951,"2019-10-29","2019-09-11",8.74,1.54745037045674,0.35,NA,0.019273127753304
"929","VPG",-0.107261,41.9,26.34,473851456,2600,35.16,35.77,12259438.176,74747.2,82985.13,1.8363,"Vishay Precision Group, Inc.",12498000,2.277778,1.396875,1.178977,-0.107261,0.162575,0.000285,-0.082963,0.142485,-0.132244,0.037607,"2019-11-07",NA,19.08,1.07067564873481,NA,NA,NA
"930","VIST",-0.436264,11.03,3.8,NA,NA,6.64,6.64,NA,333106.5,261632.8,NA,"Vista Oil & Gas SA de CV",NA,NA,NA,NA,-0.436264,-0.436264,-0.436264,-0.436264,-0.22741,-0.447198,-0.06044,"2019-10-24",NA,NA,-2.67749781771755,NA,NA,NA
"931","VSTO",-0.6179,18.18,4.3,384641640,5200,8.68,6.48,56952547.742,851294.2,927348.67,-11.9297,"Vista Outdoor, Inc.",57754000,-0.721541,-0.721541,-0.500262,-0.6179,-0.431255,-0.205251,-0.166458,0.46696,-0.097561,0.237918,"2019-11-07",NA,-0.56,0.838780782063572,NA,NA,NA
"932","VST",0.139818,27.86,20.83,12906600000,5275,24.4,23.18,455593638.08,4875736.3,4924520.27,1.4086,"Vistra Energy Corp.",491680000,0.644375,0.644375,0.754,0.139818,0.172922,0.017836,0.128547,0.108062,0.191016,0.027397,"2019-11-11","2019-09-13",18.64,0.729410804278279,0.25,NA,0.00952380952380952
"933","VSI",-0.414634,12.65,3.32,173253600,5136,5.53,5.45,19697827.422,535037.4,1019333.77,-0.3027,"Vitamin Shoppe, Inc.",24063000,-0.669638,-0.862954,-0.681183,-0.414634,0.389961,0.052632,0.690141,0.119751,0.643836,0.009818,NA,NA,-23.79,1.0512279170767,NA,NA,NA
"934","VSLR",0.525253,9.82,3.55,918223450,2542,6.08,8.03,43360578.832,1240806.3,1514539.27,-0.6283,"Vivint Solar, Inc.",121619000,-0.613991,-0.613991,1.06,0.525253,0.966146,0.471735,0.133634,-0.053885,-0.129181,0.025815,"2019-11-07",NA,-12.02,1.27414382595821,NA,NA,NA
"935","VMW",-0.037577,206.79,128.69,61748381520,24200,168.83,158.29,76592729.712,1957528,2063913.73,15.2929,"VMware, Inc.",108632000,2.972353,1.195384,1.14177,-0.037577,0.109797,-0.172771,-0.094445,0.051419,-0.071121,0.024891,"2019-11-28","2018-12-31",9.88,1.30395083241011,NA,NA,NA
"936","VOC",-0.063636,6.85,3.31,87550000,NA,5.05,5.29,12545694,40973.3,42802.47,0.725,"VOC Energy Trust",1.7e+07,-0.71,-0.584584,0.338697,-0.063636,0.355263,-0.086879,0.146993,0.005859,0.005859,0.034137,NA,"2019-07-29",7.1,0.932769889497743,0.725,NA,0.140776699029126
"937","VCRA",-0.283582,42.59,21.14,755056800,630,32.32,25.81,30234770.9031,410674,363895.07,-0.5807,"Vocera Communications, Inc.",31460700,0.681883,1.903941,0.421624,-0.283582,-0.392251,-0.267176,-0.236641,0.007134,-0.087452,0.041667,"2019-10-28",NA,-41.33,0.636800773263215,NA,NA,NA
"938","VG",-0.084758,14.58,7.91,3110959300,2248,10.83,12.86,229108716.006,2186035.9,2350553.03,0.0275,"Vonage Holdings Corp.",242098000,-0.296296,1.75,0.490728,-0.084758,0.480415,0.262279,0.097353,-0.04176,0.071726,0.032129,"2019-11-08",NA,467.27,1.28524409527799,NA,NA,NA
"939","VNO",-0.156545,75.32,58.6,12110901110,3928,66,62.68,174400601.431,1239920.2,1326453.73,15.0625,"Vornado Realty Trust",190813000,0.845667,-0.362262,-0.290653,-0.156545,0.051524,-0.050135,-0.056208,0.036245,0.009865,0.010347,"2019-10-28","2019-08-02",4.21,0.610676420549211,2.58,NA,0.040649125571136
"940","VJET",-0.487624,4.69,1.52,NA,327,1.97,1.77,NA,53055.6,40000.87,-0.5594,"voxeljet AG",NA,-0.927778,-0.856946,-0.425414,-0.487624,0.125,-0.037209,0.06701,0.262118,0.118919,0.112903,"2019-11-25",NA,-3.7,0.823846035344592,NA,NA,NA
"941","IAE",-0.089552,9.73,7.93,NA,NA,8.83,8.46,NA,35720.3,41061.33,NA,"Voya Asia Pacific High Dividend Equity Income Fund",0,-0.634039,-0.266026,-0.084,-0.089552,0.026442,-0.074756,-0.020642,0.06087,-0.002336,0.010651,NA,NA,NA,0.434729963689067,NA,NA,NA
"942","IHD",-0.033898,8.48,6.82,NA,NA,7.66,7.18,NA,65553.6,68480.67,NA,"Voya Emerging Markets High Dividend Equity Fund",0,-0.599,-0.350607,-0.067442,-0.033898,0.01368,-0.104044,-0.009358,0.070809,0.042194,0.039271,NA,NA,NA,0.57612215784852,NA,NA,NA
"943","VOYA",0.126981,57.57,36.66,7686113600,6000,50.2,52.94,139439098.04,1228225.8,1512394.1,4.238,"Voya Financial, Inc.",140360000,1.613244,0.602236,0.488385,0.126981,0.367974,0.067238,0.019549,0.112556,0.018791,0.054903,"2019-10-29","2019-08-28",12.92,1.20790346414538,0.04,NA,0.000730460189919649
"944","IGA",-0.074236,11.68,8.92,NA,NA,10.33,10.55,NA,51210.7,64248.53,NA,"Voya Global Advantage & Premium Opportunity Fund",0,-0.469265,-0.092308,-0.013928,-0.074236,0.134904,0.000944,0.008563,0.019231,-0.016698,0.006648,NA,NA,NA,0.631537542250347,NA,NA,NA
"945","IGD",-0.119279,7.45,5.56,616438950,NA,6.41,6.46,90354126.519,328214.5,349496.63,-0.2729,"Voya Global Equity Dividend & Premium Opportunity Fund",97077000,-0.668831,-0.297669,-0.107672,-0.119279,0.069024,-0.024578,-0.00936,-0.001572,-0.030534,0.001577,NA,NA,-23.27,0.631636963003628,0.732,NA,0.115275590551181
"946","IDE",-0.237694,15.9,10.71,NA,NA,12.03,11.45,NA,79704.5,74040.13,NA,"Voya Infrastructure, Industrials & Materials Fund",0,-0.12402,-0.300512,-0.176825,-0.237694,0.051832,-0.066614,-0.019167,0.076853,0.032456,0.036092,NA,NA,NA,0.726068406682444,NA,NA,NA
"947","IID",-0.112853,6.5,4.83,47679840,NA,5.73,5.63,6966799.632,52030,42443.47,-0.3306,"Voya International High Dividend Equity Income Fund",8424000,-0.695498,-0.358899,-0.144886,-0.112853,0.078095,-0.055092,0.003546,0.032847,-0.001764,0.042357,NA,NA,-17.12,0.630937965632431,0.624,NA,0.110247349823322
"948","IRR",-0.302067,6.63,4,NA,NA,4.87,4.59,NA,77829.8,64184.9,NA,"Voya Natural Resources Equity Income Fund",0,-0.748626,-0.530784,-0.199045,-0.30089,0.013226,-0.184156,-0.066369,0.008578,-0.048182,0.013226,NA,NA,NA,0.648141323638058,NA,NA,NA
"949","PPR",-0.056338,4.99,4.38,821481640,NA,4.74,4.73,166467912.088,225738.5,233941.13,0.1463,"Voya Prime Rate Trust",175156000,-0.275037,-0.155052,-0.106814,-0.056338,0.03304,-0.014706,-0.018828,0.008602,-0.018828,0.004283,NA,NA,32.06,0.190623112594735,0.3086,NA,0.0657995735607676
